,X1,X107,X2,X108,X11,X109,X14,X110,X15,X111,X18,X112,X21,X113,X22,X114,X26,X115,X40,X116,X46,X119,X48,X120,X52,X121,X56,X122,X59,X123,X60,X124,X62,X125,X64,X126,X66,X127,X67,X128,X68,X129,X69,X130,X74,X131,X77,X132,X78,X133,X88,X134,X89,X135,X90,X136,X93,X137,X97,X138
hsa-miR-1277-3p,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0
hsa-miR-1277-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-128-1-5p,0,3,22,4,0,2,6,3,0,0,1,8,3,2,3,1,1,1,9,2,4,4,7,0,1,3,3,0,4,0,6,8,20,3,15,0,0,2,1,2,0,0,2,14,0,6,1,0,0,6,0,4,3,2,5,20,1,0,0,0
hsa-miR-128-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-128-3p,480,249,972,486,396,141,135,252,50,1,58,10,286,61,504,53,179,70,530,122,167,104,1549,83,303,163,611,95,854,142,549,220,1294,248,703,215,115,137,136,247,174,183,224,236,0,380,189,139,12,534,156,124,407,132,179,312,448,122,34,210
hsa-miR-1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hsa-miR-1284,0,2,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,7
hsa-miR-1285-3p,27,7,27,18,28,8,28,8,6,0,5,0,21,6,25,1,19,5,32,2,13,8,89,1,15,3,69,0,73,2,77,6,79,9,25,8,11,8,20,25,16,0,14,3,9,8,12,0,0,41,5,3,34,2,13,41,19,30,0,12
hsa-miR-1285-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
hsa-miR-1287-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1287-5p,0,4,0,4,9,2,2,8,4,0,3,0,10,0,9,1,1,4,1,1,3,0,1,0,5,0,6,0,6,0,15,5,21,5,13,0,2,5,0,4,0,0,7,1,0,7,1,4,0,0,2,0,2,6,2,0,6,15,0,0
hsa-miR-1288-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
hsa-miR-129-1-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-129-2-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0
hsa-miR-129-5p,0,0,2,0,64,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,2,1,0,1,4,1,1,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,3,4,2,3,3,8,21,0
hsa-miR-1290,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0
hsa-miR-1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
hsa-miR-1292-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1292-5p,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1294,8,1,74,4,0,0,3,0,4,0,0,0,0,1,2,0,6,4,0,0,0,0,3,0,0,3,0,0,6,2,0,0,6,1,1,6,4,0,2,3,0,8,0,0,0,0,0,5,5,0,0,6,1,0,3,5,0,7,24,14
hsa-miR-1295a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
hsa-miR-1295b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1295b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1296-5p,0,0,0,7,0,2,0,4,0,0,1,0,4,2,9,0,0,0,0,1,3,0,15,0,0,0,2,4,0,0,0,0,15,0,16,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,2,0,1,0,3,0,3,2,0,0
hsa-miR-1297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
hsa-miR-1298-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-1298-5p,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1299,0,0,0,0,3,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,10,0,0,0,1,4,0,0,0,0,0
hsa-miR-1301-3p,0,4,0,4,0,5,11,14,0,21,0,10,12,0,17,1,3,2,26,8,4,0,11,0,1,0,3,3,5,0,2,3,30,10,26,4,0,0,6,0,2,0,0,0,0,12,2,6,0,0,8,11,0,0,9,0,14,0,0,0
hsa-miR-1301-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1303,4,1,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13
hsa-miR-1304-3p,80,22,96,35,59,4,23,19,0,16,6,36,45,4,57,9,30,2,63,5,20,19,170,12,20,32,69,13,91,22,43,23,173,35,88,23,11,34,2,31,32,54,3,50,39,34,23,0,5,72,21,21,17,9,22,9,57,20,9,17
hsa-miR-1304-5p,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1306-3p,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
hsa-miR-1306-5p,10,7,0,21,4,4,3,15,0,0,1,0,8,4,3,1,5,5,9,8,2,13,15,5,4,7,11,3,18,0,8,2,16,9,0,10,0,3,0,0,1,0,2,9,0,23,1,16,0,45,4,9,8,6,2,18,6,14,0,0
hsa-miR-1307-3p,116,59,139,223,68,66,36,128,13,0,21,10,64,43,163,29,41,37,144,66,55,58,207,34,45,71,140,60,174,52,78,78,331,42,141,66,15,53,16,122,26,35,35,146,15,133,41,28,0,186,58,37,114,64,49,109,151,72,13,85
hsa-miR-1307-5p,260,79,356,161,234,53,133,154,63,0,75,6,193,26,404,26,110,36,521,60,119,28,783,19,239,46,510,23,794,24,377,58,842,117,391,54,68,88,144,147,117,69,149,187,72,134,115,39,29,211,85,120,468,93,147,99,330,129,32,67
hsa-miR-130a-3p,607,161,1713,324,600,173,275,243,134,33,81,21,575,68,968,54,284,111,783,135,306,154,3172,81,364,131,1095,62,2019,153,741,127,2014,175,1249,241,297,253,201,296,297,202,246,265,167,371,321,90,166,369,284,138,1988,713,284,357,619,138,63,155
hsa-miR-130a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-130b-3p,365,136,704,213,347,123,127,119,43,7,28,18,187,32,271,36,104,50,250,47,58,49,704,32,151,36,488,34,794,66,355,65,582,104,292,102,101,89,102,106,158,123,161,88,10,81,103,23,27,212,64,105,855,405,111,238,187,64,37,103
hsa-miR-130b-5p,27,6,85,67,128,16,16,44,8,0,5,0,39,10,50,6,9,13,43,19,10,7,98,3,19,20,31,21,98,31,29,22,189,34,116,45,12,42,11,27,17,38,12,44,0,19,24,29,0,41,25,9,20,9,19,16,69,30,0,0
hsa-miR-132-3p,32,35,113,73,198,12,36,15,4,3,3,0,31,10,37,3,37,7,32,9,26,12,98,10,12,7,34,15,36,20,44,7,81,8,29,4,9,6,8,7,19,19,44,54,0,23,17,17,0,40,21,21,108,27,25,56,43,11,51,6
hsa-miR-132-5p,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
hsa-miR-1323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,10,0,1,0,0,0,7,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0
hsa-miR-133a-3p,62,28,53,50,60,16,7,23,0,0,4,1,21,4,137,5,14,4,40,10,40,21,29,0,10,16,46,8,78,7,47,55,182,23,194,15,9,9,16,57,53,22,33,86,0,41,45,7,5,46,39,1,11,1,15,25,162,10,37,9
hsa-miR-133a-5p,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0
hsa-miR-133b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-134-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-134-5p,3,7,2,18,158,10,3,17,0,1,3,0,9,3,50,2,3,4,35,12,17,3,24,6,5,8,74,5,32,1,0,6,72,1,43,12,11,21,6,3,7,0,4,24,0,12,9,9,0,8,19,0,10,1,22,11,3,7,23,0
hsa-miR-1343-3p,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,7,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,3,1,0,0,1,0,0,0
hsa-miR-135a-3p,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-135a-5p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-135b-5p,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-136-3p,5,2,55,13,129,17,15,22,5,0,13,4,31,0,126,6,8,6,130,3,75,8,71,2,21,15,48,10,117,14,3,8,250,22,129,15,21,35,21,23,11,4,15,6,27,25,21,8,1,18,12,8,47,11,35,2,30,9,0,12
hsa-miR-136-5p,7,0,19,0,0,0,6,0,0,0,0,0,10,0,0,0,1,0,3,3,0,2,6,0,2,0,13,0,10,0,11,0,9,0,2,0,5,0,0,6,7,0,2,0,0,0,2,1,0,0,0,2,17,1,3,0,6,0,0,0
hsa-miR-137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-138-1-3p,0,0,13,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
hsa-miR-138-2-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-138-5p,0,0,1,0,64,0,0,0,0,2,0,2,0,0,1,0,0,1,3,0,0,2,1,0,1,1,9,0,1,0,0,0,1,0,1,2,1,1,0,0,8,0,1,0,0,0,0,0,0,1,0,2,4,0,0,0,4,0,18,0
hsa-miR-139-3p,0,0,6,1,0,0,0,0,1,18,0,18,0,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0,2,4,0,0,0,0,1,0,0,0,0,0,2,0,14,0,0,23,0,0,0,0,0,0,8,6
hsa-miR-139-5p,6,4,63,42,2,5,9,12,8,0,2,0,6,1,11,1,5,1,5,2,9,0,46,0,12,6,12,0,19,0,19,9,21,14,22,0,7,0,4,2,6,0,10,17,0,10,2,0,0,0,8,0,13,0,11,10,22,4,0,0
hsa-miR-140-3p,601,227,1192,397,323,158,268,170,70,5,27,18,182,68,247,25,170,72,253,81,103,100,710,45,266,97,438,73,849,120,509,107,586,176,154,124,121,122,177,65,192,121,275,184,14,201,127,159,67,421,66,139,319,54,187,364,242,128,29,229
hsa-miR-140-5p,5,7,0,6,20,3,1,9,0,0,2,0,7,4,13,0,2,1,10,7,1,7,8,0,12,2,16,5,6,4,29,18,14,15,30,11,0,4,1,11,2,10,4,0,0,3,12,7,0,8,8,0,6,0,16,0,13,0,1,19
hsa-miR-141-3p,211,9,173,10,80,6,27,17,33,17,7,32,21,1,27,0,15,4,16,2,11,17,86,7,23,4,120,1,83,6,95,13,114,40,28,8,7,5,39,59,88,43,54,19,179,90,18,16,48,56,39,49,397,108,29,6,42,53,81,25
hsa-miR-141-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-142-3p,0,8,29,47,21,8,12,28,4,0,7,0,19,6,46,9,10,6,22,4,22,2,116,2,14,13,93,8,96,0,44,11,105,2,58,23,7,10,2,22,16,1,7,4,0,7,7,0,8,0,16,20,11,0,21,3,50,0,1,0
hsa-miR-142-5p,1998,321,4439,787,2856,226,723,347,352,43,215,90,1393,54,2072,59,468,146,1582,204,655,165,5974,86,929,186,2648,134,4403,157,2940,327,4932,889,3003,807,519,709,460,1056,1041,386,748,570,384,552,539,324,346,1042,515,252,663,139,860,567,1719,438,327,315
hsa-miR-143-3p,3605,538,11314,2920,4066,547,940,880,359,841,195,3069,617,197,2791,138,526,321,2616,541,824,790,5896,306,784,803,3268,956,4514,710,3598,1434,9414,4954,2062,2019,457,1933,621,3093,1394,2796,1453,2350,2691,3278,1410,2197,1957,3275,1291,3817,3935,1604,1032,1226,2018,1854,1539,812
hsa-miR-143-5p,0,0,0,8,0,0,1,0,0,0,1,0,3,0,5,0,0,0,1,0,1,0,7,0,0,0,0,0,0,4,0,0,11,0,2,0,0,0,0,10,0,9,0,0,0,0,1,0,0,0,3,5,1,0,0,0,0,0,0,0
hsa-miR-144-3p,1796,380,3114,490,676,207,818,350,253,5,46,28,757,62,396,93,389,134,533,123,173,133,3743,55,613,153,1575,32,2271,63,1431,79,2165,327,200,395,183,262,425,566,591,65,718,252,153,252,227,112,229,971,77,57,340,34,310,616,434,89,67,369
hsa-miR-144-5p,556,171,1630,304,206,146,247,177,46,0,15,4,233,29,143,51,153,46,246,93,59,94,1162,65,332,138,631,24,845,38,608,78,620,221,89,270,107,193,112,225,197,120,295,281,62,193,44,86,24,996,31,130,180,26,120,383,205,94,25,157
hsa-miR-145-3p,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,0,0
hsa-miR-145-5p,0,10,0,53,7,10,2,12,3,11,1,6,2,5,19,5,0,5,9,11,2,0,54,0,4,7,7,13,31,7,6,5,21,21,14,17,0,0,0,18,3,10,9,0,0,36,7,28,0,0,11,15,18,0,6,3,19,3,0,6
hsa-miR-1468-5p,3,12,91,24,66,23,8,14,0,0,7,13,19,6,23,3,13,3,24,8,8,3,96,9,14,7,38,10,30,31,24,15,77,6,26,11,10,20,15,44,3,31,7,32,0,27,4,10,22,41,8,22,17,16,11,44,16,20,0,16
hsa-miR-146a-3p,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
hsa-miR-146a-5p,2994,268,5421,738,9409,259,424,521,289,2890,347,3025,1277,166,3982,148,256,234,2048,239,848,383,2952,336,459,775,1599,431,1639,439,1129,954,4055,889,4841,1280,417,1021,232,1762,592,933,495,1194,8671,1646,852,433,3760,1103,1069,695,1533,708,683,636,2485,1244,2937,289
hsa-miR-146b-3p,29,6,35,10,16,5,8,10,0,0,1,0,6,1,25,4,6,0,9,4,6,21,17,1,7,0,3,10,7,3,13,2,20,24,11,14,4,8,3,1,2,23,6,39,0,17,5,0,0,27,3,7,12,8,5,24,7,0,0,0
hsa-miR-146b-5p,978,211,3974,406,2361,62,159,198,145,2073,91,1517,461,104,833,34,75,102,543,71,183,152,671,118,185,233,509,254,699,210,490,311,1190,504,1023,527,124,550,111,780,123,280,131,488,5360,581,222,217,2333,649,228,364,205,132,309,704,466,425,3117,213
hsa-miR-147a,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0
hsa-miR-147b,0,0,2,0,48,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6,1,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,14,0
hsa-miR-148a-3p,2778,412,6619,1515,3580,410,702,775,296,577,340,552,1215,183,1714,124,849,222,2312,303,1042,882,7286,322,1267,734,4446,913,4221,630,2501,1016,6446,2258,2778,2339,784,2069,525,1962,1243,1632,843,1499,1515,1875,762,1103,2264,3518,1126,2156,2145,568,1202,1320,2249,1197,1740,1163
hsa-miR-148a-5p,31,11,91,42,126,13,12,11,5,0,3,61,25,5,39,0,9,7,45,10,26,18,92,1,14,20,97,14,55,18,32,17,121,45,93,20,8,27,2,14,10,30,23,20,74,27,11,15,37,76,13,19,13,11,18,21,32,5,42,15
hsa-miR-148b-3p,375,59,754,267,1119,55,61,275,28,24,103,26,379,48,668,37,123,13,586,109,164,90,1734,47,137,141,914,119,967,80,316,315,1832,295,1049,696,87,365,58,737,144,155,72,240,125,592,171,217,57,235,284,66,141,48,176,154,730,350,61,129
hsa-miR-148b-5p,16,6,47,19,38,8,9,9,3,12,2,0,21,4,51,3,2,1,30,9,17,3,84,0,8,1,73,14,32,3,16,13,127,8,99,24,1,8,2,7,13,0,7,9,0,13,10,17,1,29,15,0,2,4,10,4,37,0,0,3
hsa-miR-149-5p,0,0,2,3,112,0,0,2,0,3,0,0,1,2,0,0,2,0,1,2,0,0,7,2,0,1,0,0,2,2,7,2,1,0,1,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,39,0
hsa-miR-150-3p,80,46,106,52,92,25,13,27,3,13,2,13,8,12,13,2,15,8,25,10,5,42,44,9,17,22,10,24,90,28,54,27,35,45,10,9,11,46,5,32,17,44,15,97,24,22,4,8,22,49,6,42,88,73,29,99,16,82,12,13
hsa-miR-150-5p,567,5041,1529,3991,559,1873,726,1176,323,23,256,135,726,842,1268,175,1073,677,1191,472,575,824,5575,324,1463,394,1793,1003,4520,1015,3312,620,1520,894,801,462,625,515,726,472,1137,918,931,3157,167,881,328,582,130,1749,302,1262,686,246,1442,2727,1134,1561,233,714
hsa-miR-151a-3p,2662,581,6910,1966,7875,540,573,1209,298,1213,491,1198,2289,288,5560,272,896,259,4778,564,1541,711,8621,511,1056,1300,3824,983,3916,979,2277,2758,10994,1760,7666,3209,566,2041,267,2171,878,1529,505,2218,2993,3231,1459,735,1603,3314,1241,998,1013,625,919,1808,3407,1565,1165,858
hsa-miR-151a-5p@,360,106,1012,616,793,117,67,418,30,22,89,15,385,88,778,85,139,42,605,163,223,79,2550,106,224,153,977,100,1251,73,444,212,2067,209,1444,450,102,269,40,377,195,194,71,343,64,440,133,120,15,407,333,81,164,67,194,198,854,172,16,81
hsa-miR-152-3p,7,9,30,12,24,3,3,4,5,0,5,0,20,2,28,5,15,0,15,11,8,0,43,0,3,0,12,3,12,2,25,0,56,0,54,10,3,13,0,0,6,6,13,0,0,21,11,9,0,9,11,21,18,6,14,6,22,4,0,6
hsa-miR-152-5p,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,8,0,0,1,4,0,0,0,4,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
hsa-miR-153-3p,4,5,1,0,58,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,1,0,0,1,3,0,6,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0
hsa-miR-1537-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1537-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1538,0,0,8,5,0,0,4,3,0,0,0,0,0,0,6,1,3,0,15,0,2,0,6,0,1,0,9,1,0,0,8,4,20,4,11,1,1,0,0,0,3,0,2,0,0,4,1,0,0,16,0,0,2,0,1,0,2,11,0,0
hsa-miR-154-3p,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-154-5p,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
hsa-miR-155-5p,156,142,226,142,257,64,27,47,14,3,14,16,46,18,155,18,57,15,76,23,45,40,251,12,99,33,91,49,292,32,156,61,284,45,112,94,40,62,22,57,60,50,57,196,28,62,49,83,84,80,40,58,35,17,50,75,123,105,131,36
